,id,nombre,capacidad,mail,id_depto
31,31,Espacio Cultural Dinamo,80.0,davidprotte@hotmail.com,02000
32,32,Fundacion Hastinapura,25.0,Caballito@Hastinapura.Org.Ar,02000
33,33,E.C.U Espacio Cultural Uocra,0.0,,02000
34,34,Casa Belgrado,,espaciobelgrado@gmail.com,02000
35,35,CENTRO CULTURAL ASOCIACIÓN MUTUAL HOMERO MANZI,,asociacionmutualhomeromanzi@gmail.com,02000
36,36,Besares Club De Cultura,145.0,Gracielaschettini@Hotmail.Com,02000
37,37,Espacio Cultural Centro Comunitario Juanito Laguna,,,02000
38,38,Asociacion Civil Centro Cultural Deodoro Roca,20.0,Pablo-Avalos0@Hotmail.Com,02000
39,39,Kowalski Club De Cultura,60.0,Elbardekowalski@Gmail.Com,02000
40,40,Ritmos Sabrosos,100.0,Ritmossabrosos@Gmail.Com,02000
41,41,Centro Cultural Gran Sur ,150.0,Holagransur@Gmail.Com,02000
42,42,La Madriguera,,madriguerainstitucional@gmail.com,02000
43,43,Centro Cultural El Surco,100.0,infoelsurco@gmail.com,02000
44,44,Bolivar 852,120.0,Info.Bolivar@Gmail.Com,02000
45,45,Espacio Boliv.ar,,anadevanna@gmail.com,02000
46,46,Dragon,0.0,Mada.2014.Bs@Gmail.Com,02000
47,47,Casa Cultural Pepa Noia,300.0,Noraromero2001@Yahoo.Com.Ar,02000
48,48,Paprika,50.0,Jonilosi@Gmail.Com,02000
49,49,Espacio Moebius,0.0,Info@Moebiuseditora.Com,02000
50,50,El Desparrame,150.0,Tvalenzuela2588@Gmail.Com,02000
51,51,"Escuela Popular de Arte ""Esther Ballestrino""",,elhormigueroorg@gmail.com,02000
52,52,Casa Cultural De Anibal Troilo Multiespacio Cultural,80.0,,02000
53,53,Casa De La Provincia De Buenos Aires,0.0,,02000
54,54,CAMARGO 1020 ESPACIO DE ARTE,,camargo1020espaciodearte@gmail.com,02000
55,55,Club Premier,451.0,Info@Clubpremier.Org.Ar,02000
56,56,Auditorio ATE Capital,,,02000
57,57,Ideas Descabelladas,,,02000
58,58,Centro Kultural Trivenchi,200.0,Cktrivenchi@Gmail.Com,02000
59,59,Espacio Cultural Del Sur,0.0,Cculturalsur@Yahoo.Com.Ar,02000
60,60,Centro Cultural El Cantaro,0.0,Ccelcantaro@Gmail.Com,02000
61,61,El Mas Aca Club Cultural,150.0,Coordinacion@Elmasacaclub.Com,02000
62,62,Centro Cultural G.I.T.,0.0,,02000
63,63,Centro Cultural Comunarte,,germanlperez@yahoo.com,02000
64,64,La Conversa,,,02000
65,65,Sigue La Polilla,233.0,Seguilapolilla@Gmail.Com,02000
66,66,Fundación Naum Knop,,,02000
67,67,Cátulo. Casa Cultural,,pedrocriscolo@hotmail.com,02000
68,68,Universidad Popular de Belgrano Alfredo Fazio y Biblioteca Popular,,informes@upebe.com.ar,02000
69,69,Dottore Malatesta,150.0,Dottore.Malatesta@Hotmail.Com,02000
70,70,Espacio Cultural Eureka,50.0,Marianaalzaga@Gmail.Com,02000
71,71,La Arena,,informesarena@yahoo.com.ar,02000
72,72,Centro Cultural Traicionalista El Fortin De Celia Rocha,0.0,,02000
73,73,Espacio Cultural Benigno,50.0,Info@Ecbenigno.Com.Ar,02000
74,74,CECAM - Centro Cultural de las Artes del Movimiento,,clases@cecam.com.ar,02000
75,75,Cangrejos Centro Cultural,0.0,Cangrejoshouse@Gmail.Com,02000
76,76,CENTRO DE DESARROLLO DEL TANGO Y LA CULTURA RIOPLATENSE,,,02000
77,77,Centro Arzuano Mellidense - Cam -,0.0,Arzuanomellidense@Gmail.Com,02000
78,78,CASA DE LA CULTURA LOS COMPADRES DEL HORIZONTE,,maria.telez@gmail.com,02000
79,79,Conservatorio Grassi Urquiza,50.0,Ramiroroballos@Gmail.Com,02000
80,80,Latinoamericana Comunicacion Capacitacion Cultura,50.0,Centroculturallatinoamericana@Gmail.Com,02000
81,81,Complejo Artmedia,,,02000
82,82,Feliza Cultura Arcoiris,300.0,Felizaculturaarcoiris@Gmail.Com,02000
83,83,Vuela El Pez,168.0,Elmaildelpez@Gmail.Com,02000
84,84,El Arbol Cultural (Sas) / La Casa Del Arbol,94.0,Dintitucional.Arbol@Gmail.Com,02000
85,85,Centro Cultural Chilavert Recupera,0.0,grupodeteatrocomunitariodepompeya@yahoo.com.ar,02000
86,86,Azucar De Artes Y Danzas Argentinas Afro Y Centroamericanas,800.0,Azucarabasto@Hotmail.Com,02000
87,87,Fundacion Hastinapura,25.0,Guscanzobre@Gmail.Com,02000
88,88,La Quince Espacio Cultural,150.0,laquincecultural@gmail.com,02000
89,89,Centro Cultural de la Cooperación - CCC -,583.0,secretaria@centrocultural.coop,02000
90,90,Centro Cultural Buda Bar,500.0,Amigarzabal@Gmail.Com,02000
91,91,Espacio Valeu,150.0,Rodcarrizo@Gmail.Com,02000
92,92,Shambala,0.0,G_Balbiani@Hotmail.Com,02000
93,93,Centro Cultural Plan B,250.0,Emmanuelraggi@Hotmail.Com.,02000
94,94,Espacio Cultural Defensa,0.0,,02000
95,95,Centro Cultural de la Memoria Haroldo Conti,0.0,prensaconti@gmail.com,02000
96,96,Beethoven Cafe Bar,50.0,Beethovencafe@Outlook.Com,02000
97,97,Espacio Cultural Chacra De Los Remedios,0.0,Chacradelosremedios@Gmail.Com,02000
98,98,Munar,0.0,,02000
99,99,Casa Brandon,120.0,Lisa@Brandon.Org.Ar,02000
100,100,Espacio37,140.0,Anet_Mat@Hotmail.Com,02000
101,101,"ANDUMA, ESPACIO CULTURAL",,,02000
102,102,La Paternal Espacio Proyecto,0.0,,02000
103,103,Casa Dasein,60.0,Casa.Dasein@Gmail.Com,02000
104,104,Centro Cultural El Ph,150.0,Msonemblum@Gmail.Com,02000
105,105,Espacio Saoco,111.0,Jaimebreard@Gmail.Com,02000
106,106,Cdca,,,02000
107,107,Otra Historia,145.0,otrahistoriasala@gmail.com,02000
108,108,Club Cultural Malvinas Argentinas,,,02000
109,109,Despierta,,,02000
110,110,Casa De Cultura Y Politica Sofia Yussen - Casa Sofia,80.0,Runakay.Kudaw@Gmail.Com,02000
111,111,Buenos Aires Dance Club,150.0,Evaholc@Hotmail.Com,02000
112,112,Enjambre,100.0,centroenjambre@gmail.com,02000
113,113,Xua Espacio Cultural,,xuaespaciocultural@gmail.com,02000
114,114,El Emergente Abasto,150.0,Hugo.Enjoy@Gmail.Com,02000
115,115,Casa Colombo,800.0,Estudio.Pgbaires@Gmail.Com,02000
116,116,ESQUINA REBELDE,,esquinarebelde@gmail.com,02000
117,117,Otro Lado,100.0,Mariarinaldi@Hotmail.Com,02000
118,118,La Brecha,0.0,,02000
119,119,Dulce,,augustozaquetti@gmail.com,02000
120,120,Cumaco,,Cristobalm18@Hotmail.Com,02000
121,121,Centro Cultural De La Ciencia - C3,0.0,Contacto@Ccciencia.Gob.Ar,02000
122,122,Espacio Cultural Juan Rodo,80.0,Contacto@Escuelajuanrodo.Com.Ar,02000
123,123,Laboratorio De Festival,0.0,Salomonemartin@Gmail.Com,02000
124,124,Club Social Y Deportivo Yupanqui,200.0,,02000
125,125,Jungla Habitat Cultural,0.0,,02000
126,126,Ladran Sancho,94.0,ladrandoestamos@gmail.com,02000
127,127,Vibra,100.0,Vibra.Culturamov@Gmail.Com,02000
128,128,The Monkeys,0.0,,02000
129,129,El Quetzal,150.0,mvicec@gmail.com,02000
130,130,Fundacion Hastinapura,0.0,Aquilesodisea@Gmail.Com,02000
131,131,Fundacion Hastinapura,25.0,Escuelaganesh@Hastinapura.Org.Ar,02000
132,132,El Donn,,,02000
133,133,Work,350.0,Nerinabarros@Gmail.Com,02000
134,134,Espacio Pichuco,,espaciopichuco@gmail.com,02000
135,135,Asociacion Calabresa Mutual Y Cultural,0.0,Asociacioncalabresa@Asociacioncalabresa.Org.Ar,02000
136,136,Feeling Multiespacio,150.0,Feelingmultiespacio@Gmail.Com,02000
137,137,Centro Cultural Richards,0.0,Centroculturalrichards@Gmail.Com,02000
138,138,Mango,150.0,Mavidetta@Gmail.Com,02000
139,139,Congo Club Cultural,150.0,Info@Congoclubcultural.Com.Ar,02000
140,140,La Herreria,150.0,Laherreriacultura@Gmail.Com,02000
141,141,Casona Cultural Humahuaca,50.0,Comunitariacasona@Gmail.Com,02000
142,142,Urda Espacio Cultural,110.0,Jpcipriota@Gmail.Com,02000
143,143,Celia Blanco,0.0,Quemastango@Yahoo.Com,02000
144,144,Escape,60.0,Arieljasovich@Gmail.Com,02000
145,145,Fundacion Mercedes Sosa,0.0,,02000
146,146,Chela,0.0,,02000
147,147,Centro Cultural Leopoldo Gonzalez,0.0,,02000
148,148,Auditorio CTA Capital,,,02000
149,149,Jj Circuito Cultural,250.0,Jjcircuitocultural@Gmail.Com,02000
150,150,Tano Cabrón,,tanocabron.info@gmail.com,02000
151,151,Espacio EK' arte.movimiento,,espacioek@gmail.com,02000
152,152,Centro Cultural De La India Güngur,,info@gungur.com,02000
153,153,Espacio Cultural Marco Del Pont,0.0,ccmarcodelpont@buenosaires.gov.ar,02000
154,154,La Escalera Espacio De Arte,50.0,espaciolaescalera@fibertel.com.ar,02000
155,155,Doup,300.0,Axel@Doup.Com.Ar,02000
156,156,Centro Cultural Nuestra América,,ccnuestraamerica@hotmail.com,02000
157,157,Centro Cultural Teatro Fray Mocho,98.0,teatrofraymocho2003@yahoo.com.ar,02000
158,158,Casailda,50.0,casailda@yahoo.Com,02000
159,159,Chana - Usina Juan Gelman,0.0,,02000
160,160,Centro Cultural Recoleta,0.0,,02000
161,161,Casa Rock,450.0,Pablo@Onplayproducciones.Com.Ar,02000
162,162,Gorriti Art Center,235.0,Www@Gorritiartcenter.Com,02000
163,163,El Ceibo - Espacio Cultural,60.0,Lukmmarqhotmail.Com,02000
164,164,Espacio Sueños,150.0,Contacto@Espaciosuenios.Com,02000
165,165,Centro Barrial y Cultural La Bonavena,,vallexar@gmail.com,02000
166,166,La Confiteria,250.0,Info@La-Confiteria.Com,02000
167,167,Espacio La Tribu,0.0,Rafabinaghi@Gmail.Com.,02000
168,168,Centro Cultural No Me Olvides,,,02000
169,169,Espacio Marechal,69.0,Familiamarechal@Gmail.Com,02000
170,170,Espacio Cultural Almagro,,,02000
171,171,Deira,750.0,Cristian.Adrian.C@Outlook.Com,02000
172,172,Espacio Salvo,,gonzalopombo79@gmail.com,02000
173,173,Luzuriaga Club Social,90.0,Info@Luzuriaga.Club,02000
174,174,Poncho Club Cultural,100.0,Ponchoclubcultural@Gmail.Com,02000
175,175,ARQUEOTERRA ,,arqueoterra1@gmail.com,02000
176,176,Wara Wara,0.0,,02000
177,177,Galpon Cultural El Hueco,0.0,,02000
178,178,Casa Maza,100.0,,02000
179,179,La Minga Club Cultural,50.0,lamingaclubcultural@gmail.com,02000
180,180,Las Mil Y Un Artes Centro Cultural,0.0,Lasmilyunartes@Yahoo.Com.Ar,02000
181,181,Batacazo Cultural,50.0,Lulicorre@Hotmail.Com.,02000
182,182,Espacio Cultural Lineas De Fuga,0.0,Espaciolineasdefuga@Gmail.Com,02000
183,183,Centro Cultural La Estrada,0.0,Partidoaestrada@Gmail.Com,02000
184,184,Bonus Truck,0.0,Bonustrackespacio@Gmail.Com,02000
185,185,Cacuca,0.0,,02000
186,186,Casa Clorinda,150.0,casaclorinda@gmail.com,02000
187,187,Nueva Caledonia,300.0,Clubcaledonia@Gmail.Com,02000
188,188,La Paz Arriba,0.0,Lapazarriba@Gmail.Com,02000
189,189,Cultural Moran,150.0,Contacto@Culturamoran.Com,02000
190,190,Estacion de los Deseos,,fernandodhaini@yahoo.com.ar,02000
191,191,La Cazona De Flores,150.0,Dhpicotto@Gmail.Com,02000
192,192,Hunterbier De Pezzano Roberto Ariel,150.0,Roberto1Pezzano@Gmail.Com,02000
193,193,Leon Leon,60.0,ccleonleon@gmail.com,02000
194,194,Casa Rodolfo Walsh,150.0,Santiagocordero@Gmail.Com,02000
195,195,Cultural Vivvo,,,02000
196,196,Centro Cultural Sofía Gempel Arte,,,02000
197,197,Espacio Cultural Que Tren Que Tren,,quetrenquetrencultural@hotmail.com,02000
198,198,Multiespacio La Comunidad Del Sotano / Comunidad Multiespacio,136.0,Info@Lacomunidaddelsotano.Com.Ar,02000
199,199,Laboratori Estudio,,gonzaloarbutti@gmail.com,02000
200,200,Laborando,,espacio@laborando.com.ar,02000
201,201,Multiespacio Korova,80.0,Sachamovil@Gmail.Com,02000
202,202,Club De Musica,139.0,Alebilotte@Hotmail.Com,02000
203,203,Stand Up Club,,info@standupclubrecoleta.com,02000
204,204,Centro Cultural de España en Buenos Aires,,info.cceba@aecid.es,02000
205,205,La Scala De San Telmo,102.0,Scala@Lascala.Org.Ar,02000
206,206,La Casa Roja,0.0,Espaciocreativoelectronica@Gmail.Com,02000
207,207,Area 623,,contacto@area623.com.ar,02000
208,208,Multiespacio Pasco,0.0,Multiespaciopasco@Gmail.Com,02000
209,209,ESPACIO EL ZONKO,,fidelguigui@gmail.com,02000
210,210,Ame Triglav,,,02000
211,211,Asoc. Civil La Bombocova,0.0,,02000
212,212,Centro Cultural Adan Buenos Aires,284.0,,02000
213,213,Espacio Cultural San Andres,0.0,Espaciocultural@Sanandres.Org.Ar,02000
214,214,Clasico Fernandez,72.0,Info@clasicofernandez.com.ar,02000
215,215,El Universal,118.0,Info@Eluniversalespaciocultural.Com,02000
216,216,Centro Cultural Vamos A Andar,0.0,,02000
217,217,REDUCI- MUTUALIDAD ITALIANA DE EX COMBATIENTES ,,,02000
218,218,Club Cultural Matienzo,400.0,info@ccmatienzo.com.ar,02000
219,219,Estudio Kalo,,holaestudiokalo@gmail.com,02000
220,220,Espacio Pujol,50.0,,02000
221,221,IMPA Centro Cultural IMPA La Fábrica,200.0,lafabricaciudadcultural@infovia.com.ar,02000
222,222,El Taller De Jacinto Espacio De Arte,150.0,Liliana_Olmo@Yahoo.Com.Ar,02000
223,223,Oceanario Club Cultural,95.0,eloceanario@gmail.com,02000
224,224,Complejo Cultural Sanidad,0.0,Complejocultural@Atsa.Org.Ar,02000
225,225,Rincon Casa Cultural,80.0,Marian-Silvi@Hotmal.Com,02000
226,226,Jaciento Oviedo,0.0,,02000
227,227,Planta Alta,95.0,Adrianfermanelli@Gmail.Com,02000
228,228,Ter,80.0,Agusdp84@Hotmail.Com,02000
229,229,El Puente,150.0,Elpuente9810@Hotmail.Com,02000
230,230,EspecialCultural Bar,,especialvideobar@gmail.com,02000
231,231,Espacio Cultural Tinta Roja,,tintarojaec@gmail.com,02000
232,232,La Chilinga,,showslachilinga@gmail.com,02000
233,233,Comunes,,,02000
234,234,Casa Epuyen,,terraza.cultural.hidalgo@gmail.com,02000
235,235,Casa Safiras,,celestesafiras@gmail.com,02000
236,236,Centro Cultural Maleza,,clubculturalmaleza@gmail.com,02000
237,237,"La Peatonal, Espacio Cultural",,lapeatonal.espaciocultural@gmail.com,02000
238,238,Zugarra Casa Cultural,,zugarramurdi.aquelarrecultural@gmail.com,02000
239,239,MAGMA,,nicolascremonese@gmail.com,02000
240,240,Polo Bandoneon,0.0,,02000
241,241,La Muda,,lamuda609@gmail.com,02000
242,242,921 Casa Cultural,50.0,921.Casacultural@Gmail.Com,02000
243,243,El Tipografico,150.0,Eltipograficoac@Gmail.Com,02000
244,244,Fundacion Hastinapura,150.0,Boedo@Hastinapura.Org.Ar,02000
245,245,La Bisagra,0.0,,02000
246,246,Cusca Risun,91.0,,02000
247,247,Alter Ego,90.0,Tarekhaiek@Hotmail.Com,02000
248,248,Saldias Polo Cultural,0.0,,02000
249,249,Otro Divague Espacio De Arte,20.0,Otrodivague@Gmail.Com,02000
250,250,Arte Xxi,100.0,Estudioarqi.Tearte@Gmail.Com,02000
251,251,Amarama Patio Cultural,,amaramatalleres@gmail.com,02000
252,252,Casa Gatica,0.0,,02000
253,253,Caff - Club Atletico Fernandez Fierro,100.0,Hola@Caff.Com.Ar,02000
254,254,Cultural Titi Rossi,,,02000
255,255,Naranja Verde,50.0,naranjaverdearte@gmail.com,02000
256,256,Cc Amigos De Eladia Blasquez,150.0,,02000
257,257,Casa El Mate,50.0,Casaelmate@Gmail.Com,02000
258,258,Centro Cultural San Martin,0.0,Ccgsm@Buenosaires.Gob.Ar,02000
259,259,Panda Rojo Espacio Cultural,80.0,,02000
260,260,Ciudad Cultural Konex,2380.0,info@ciudadculturalkonex.org,02000
261,261,Centro Cultural Macedonia,,,02000
262,262,Swing City,,,02000
263,263,Ifa,99.0,Nicolasperezcosta@Hotmail.Com,02000
264,264,Centro Cultural De Arte Y Movimiento - Baila Ba!,200.0,Aldomariano@Webzero.Com.Ar,02000
265,265,Club Boddah,,,02000
266,266,Asociacion Ucrania De Cultura Provista En La Republica Argentina,150.0,prosvita.argentina@gmail.com,02000
267,267,Soria,0.0,Mpettinari@Hotmail.Com,02000
268,268,Sociedad Luz,0.0,Infosociedadluz@Gmail.Com,02000
269,269,Centro Ana Frank ,,argentina@annefrank.nl,02000
270,270,Tacuari Tango,100.0,,02000
271,271,Tierra Violeta,30.0,info@tierra-violeta.com.ar,02000
272,272,La Casa,45.0,Lacasa@Lacasacasting.Com,02000
273,273,Cooperativa Cultural Qi,100.0,Quivillacrespo@Gmail.Com,02000
274,274,La Senda,50.0,cclasenda@gmail.com,02000
275,275,Centro Cultural El Sueñero,60.0,Vhvargas2003@Yahoo.Com.Ar,02000
276,276,Centro Cultural 25 De Mayo,466.0,Cc25Comunicacion@Gmail.Com,02000
277,277,Escash Espacio Cultural,,,02000
278,278,Espacio Cultural Domus Artis,,info@domusartis.com.ar,02000
279,279,Centro Cultural Nueva Uriarte,130.0,,02000
280,280,Centro Cultural Ernesto Sabato,0.0,elsabato@econ.uba.ar,02000
281,281,Espacio Dos Puntos,,info@espaciodospuntos.com.ar,02000
282,282,Flores Solidario,,floressolidario@gmail.com,02000
283,283,La Turba,0.0,Laturbabarcultural@Gmail.Com,02000
284,284,Morris,200.0,Listasmaxim@Gmail.Com,02000
285,285,El Galpon,0.0,Emartingoroso@Gmail.Com,02000
286,286,Chau Che Clu,300.0,Chaucheclu@Gmail.Com,02000
287,287,Oliverio Girondo,0.0,Oliveriocc@Gmail.Com,02000
288,288,Centro Cultural Borges- Fund.Para Artes,0.0,info@ccborges.org.ar,02000
289,289,Espacio Cultural Garcia,0.0,,02000
290,290,Cazadores De Arte,,,02000
291,291,Espacio Inboccalupo,80.0,teatrobar@yahoo.com,02000
292,292,"DYNART, Espacio de arte",,info@dynart.com.ar,02000
293,293,Mojitos De Cuba,150.0,Aratrelles@Yahoo.Com.Es,02000
294,294,Centro Politico Cultural El Hormiguero,150.0,,02000
295,295,Galpon Cultural Piedrabuenarte,0.0,galponpiedrabuenarte@hotmail.com,02000
296,296,Centro Cultural de Adolfo Alsina,,cultura@adolfoalsina.gov.ar,06007
297,297,Centro Cultural Poeta Barbieri,,cultura@alberti.gov.ar,06021
298,298,"Espacio y Casa Cultural ""El Refugio""",,,06028
299,299,Centro Cultural de Adrogue - Sala Bárbara Mujica,130.0,consultas@culturaldeadrogue.com.ar,06028
300,300,La Casa Espacio de Debate y Cultura,120.0,marcelo@hecultura.com,06028
301,301,Los Bemoles,,infolosbemoles@gmail.com,06028
302,302,Casa Municipal de la Cultura de Almte. Brown,,ema@brown.gob.ar,06028
303,303,El Derrumblé,,,06028
304,304,Arte en Movimiento,,profeadrianabronzatti@gmail.com,06028
305,305,Centro Cultural Lanza Sabaris,,landasabaris@gmail.com,06028
306,306,Casa Elefante,,silviimarcellino@gmail.com,06028
307,307,Deshoras Club de Música y Artes ,,deshorasclub@gmail.com,06028
308,308,LA CASA,,info@lacasaclaypole.org.ar,06028
309,309,Centro de Participación Comunitaria del Suburbio,,,06028
310,310,Casa De Chamigos,,casadechamigos@gmail.com,06028
311,311,Centro Cultural Florentino Ameghino,200.0,msumacri@yahoo.com.ar,06035
312,312,Centro Cultural Bella Vista,200.0,bmquetglas@gmail.com,06035
313,313,Centro Cultural La Casa del Flaco,80.0,"infolacasadelflaco@gmail.com,",06035
314,314,Asociación Cultural y Folklórica Martín Fierro ,,,06035
315,315,Barracas al Sud,0.0,,06035
316,316,Centro Cultural A Cielo Abierto,,colectivocieloabierto@gmail.com,06035
317,317,Sociedad de Fomento Bartolomé Mitre,0.0,,06035
318,318,Centro Cultural Justo Lynch,70.0,centroculturaljustolynch@gmail.com,06035
319,319,Centro Cultural Patas Arriba,150.0," ccpatasarriba@gmail.com,horacioformoso@gmail.com",06035
320,320,Centro Cultural La Curtiembre,200.0,matias_perrotta@hotmail.com,06035
321,321,Centro Cultural Hogares La Paz,50.0,puntoculturalmda@gmail.com,06035
322,322,Hugo Caruso,0.0,,06035
323,323,Sociedad de Fomento Villa J. Nuñez,250.0,,06035
324,324,Sociedad de Fomento y Cultura Gral. Lavalle,150.0,sfomentogenerallavalle@gmail.com,06035
325,325,Sociedad de Fomento y Cultura Barrio Agüero,100.0,,06035
326,326,Sociedad de Fomento Villa Argentina,100.0,,06035
327,327,El Semillero - Fábrica de Arte,,clubsanmartindesarandi@gmail.com,06035
328,328,Centro Cultural 13 de Julio,,,06035
329,329,Sociedad de Fomento Villa Mercado,300.0,alejandramendez@outlook.com,06035
330,330,Sociedad de Fomento Villa Echenagucia,100.0,,06035
331,331,Sociedad de Fomento Martin de Guemes,150.0,,06035
332,332,Sociedad de Fomento Villa Bernasconi,0.0,,06035
333,333,Sociedad de Fomento y Cultura Juan Bautista Alberdi,140.0,marisaines2010@hotmail.com,06035
334,334,Surdanza,200.0,surdanza@gmail.com,06035
335,335,Sociedad Cosmopolita de Socorros Mutuos Unión de Wilde,200.0,uniondewilde@hotmail.com,06035
336,336,Sociedad de Fomento Lucio Mansilla,0.0,,06035
337,337,Sociedad de Fomento Honor y Fuerza,90.0,sdefhonoryfuerza@gmail.com,06035
338,338,Centro Cultural Carlino II,60.0,carlinocultural@gmail.com,06035
339,339,Centro Cultural Alas del Sur,70.0,soledadcaimi@hotmail.com,06035
340,340,Centro Cultural Lo de Alber,,manugauna@hotmail.com,06035
341,341,Sociedad de Fomento Villa Marconi,0.0,,06035
342,342,Azucena Villaflor,0.0,ccavgerli@gmail.com,06035
343,343,Sociedad de Fomento Manuel Benito Gonnet,0.0,,06035
344,344,Club de Circo Kamaj Pacha,100.0,kamajpacha_circo@hotmail.com.ar,06035
345,345,Centro Cultural Carlino,100.0,sandramartinez004@gmail.com,06035
346,346,Polideportivo Gabino Alegre,500.0,,06035
347,347,Centro Cultural Un Grito de Corazón,150.0,pabloma@hotmail.com,06035
348,348,Casa Rayuela,10.0,casaculturalrayuela@gmail.com,06035
349,349,Giros,0.0,,06035
350,350,Centro Cultural La Calle Larga,100.0,lacallelarga@hotmail.com,06035
351,351,Fundación Isla Maciel,0.0,contacto@fundacionislamaciel.org,06035
352,352,Sociedad de Fomento Villa Avellaneda,0.0,,06035
353,353,Centro Cultural Nosotros Somos Ellos,,nosotrossomosellos@hotmail.com,06035
354,354,Juana Azurduy,70.0,ccj.azurduy@gmail.com,06035
355,355,Centro Cultural 1° De Mayo,,,06035
356,356,Centro Cultural A Cielo Abierto Armando Labollita,,ccarmandolabollita@gmail.com,06035
357,357,Centro Cultural Nueva Esperanza 2000 ,500.0,puntoculturalmda@gmail.com,06035
358,358,Sociedad de Fomento Gral. Pico,250.0,,06035
359,359,Sala de exhibición de artes visuales Del Carmen Casa Club,,info@salondelcarmen.com.ar,06035
360,360,Centro Cultural Quinta Galli Este,100.0,,06035
361,361,Centro Cultural La Sociedad / Sociedad de Fomento y Cultura Manuel Ocampo,250.0,sfmanuelocampo@gmail.com,06035
362,362,Cooperativa Cimarrón de Comunicación y Cultura,,irieveloso@gmail.com,06035
363,363,Sarandiarte Espacio Cultural,300.0,sarandiarteespaciocultural@gmail.com,06035
364,364,Sembrando Soberanía ,,fernandabirman071@gmail.com,06035
365,365,Centro Municipal de Arte de Avellaneda  CMA,500.0,centromunicipaldearte@gmail.com,06035
366,366,Sociedad de Fomento Wilde Este,0.0,guidojaviermasso@gmail.com,06035
367,367,Sociedad de Fomento Villa San Martín e Ideal,150.0,,06035
368,368,Club Reconquista de Suipacha,0.0,,06035
369,369,Sociedad Recreativa Cultural Deportiva y Fomento Idea Felíz,300.0,,06035
370,370,Sociedad de Fomento Villa Gral San Martin de Pobladora,0.0,,06035
371,371,Centro Cultural Nueva Esperanza,50.0,Hernán,06035
372,372,Centro Cultural Azucena Villaflor,,ccavgerli@gmail.com,06035
373,373,Centro Cultural Giros,,federicofalcone@live.com.ar,06035
374,374,Centro Cultural El Matute Cultural,80.0,mariano_bragan@hotmail.com,06035
375,375,Centro Cultural Juana Azurduy,70.0,ccj.azurduy@gmail.com,06035
376,376,Centro Cultural El Bastión,,,06035
377,377,Casa Cultural Mapuche ´´Ruka Kimun Mapuche´´,,rukakimun@hotmail.com,06056
378,378,KÁNIKA,,espaciokanika@gmail.com,06056
379,379,Maroma,,,06056
380,380,Vitró,,,06056
381,381,Espacio por el Arte EPA,0.0,espacioporelarte@gmail.com,06056
382,382,Centro Cultural La Panadería,0.0,cclapanaderia@googlegroup.com,06056
383,383,Espacio Cultural Motor Colectivo,,espacioculturalmotorcolectivo@hotmail.com,06056
384,384,Pez Dorado Espacio Cultural,,pezdoradoespaciocultural@gmail.com,06056
385,385,Espacio Hamaca,0.0,espaciohamaca@live.com.ar,06056
386,386,Centro cultural Evita,,,06056
387,387,Factor C Espacio de encuentro,0.0,,06056
388,388,La Casa Del Fondo,,,06063
389,389,Zirkoa Espacio en movimiento,,melissavalenti9@gmail.com,06063
390,390,Centro Cultural Atilio Marinelli,0.0,,06084
